,dialogue_id,utterance,utterance_de_deepl,speaker,utterance_len,label
86,3,"Or, call an ambulance.","Oder, rufen Sie einen Krankenwagen.",Chandler,4,non-neutral
87,4,"Okay, look, I think we have to tell Rachel she messed up her dessert.","Okay, schau, ich denke, wir müssen Rachel sagen, dass sie ihren Nachtisch versaut hat.",Joey,14,neutral
88,4,"What?! What is with everybody? It's Thanksgiving, not...Truth-Day!","Was?! Was ist mit euch allen los? Es ist Thanksgiving, nicht... der Tag der Wahrheit!",Ross,8,non-neutral
89,4,"Yes, and it is my dying wish to have that ring.","Ja, und es ist mein letzter Wunsch, diesen Ring zu bekommen.",Phoebe,11,neutral
90,4,"See, if I'm not buried with that ring then my spirit is going to wander the nether world for all eternity","Wenn ich nicht mit diesem Ring begraben werde, wird mein Geist für alle Ewigkeit in der Unterwelt umherwandern.",Phoebe,21,neutral
91,4,"Okay, that's enough honey!","Okay, das reicht, Schatz!",Chandler,4,neutral
92,4,I don't know.  Let me see the ring.,"Ich weiß nicht, was ich tun soll.  Lass mich den Ring sehen.",Customer,8,neutral
93,4,"Great! Okay, here.","Na toll. Okay, hier.",Chandler,3,joy
94,4,All right.,"Ja, gut.",Customer,2,neutral
95,4,Thank you. Thank you. Thank you!  And,Ich danke Ihnen. Ich danke Ihnen. Ich danke euch!  Und,Chandler,7,joy
96,5,What've you been up to?,Was hast du denn so getrieben?,Chandler,5,neutral
97,5,"Oh, you know, the usual, teaching aerobics, partying way too much.","Oh, du weißt schon, das Übliche, Aerobic unterrichten, viel zu viel Party machen.",Jade,11,neutral
98,5,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.","Oh, und falls du dich wunderst, das sind meine Beine auf dem neuen James Bond Poster.",Jade,17,neutral
99,5,Can you hold on a moment? I have another call.  I love her.,Kannst du einen Moment dranbleiben? Ich habe noch einen Anruf.  Ich liebe sie.,Chandler,13,joy
100,5,I know.,"Ja, ich weiß.",Ross,2,neutral
101,5,I'm back.,Ich bin wieder da.,Chandler,2,neutral
102,5,"So, are we gonna get together or what?","Also, kommen wir jetzt zusammen oder was?",Jade,8,neutral
103,5,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?","Ähm, auf jeden Fall. Äh, wie wär's mit morgen Nachmittag? Kennst du, äh, Central Perk im Village, sagen wir, so gegen fünf?",Chandler,18,neutral
104,5,"Great, I'll see you then.","Großartig, wir sehen uns dann.",Jade,5,neutral
105,5,Ok.  Ok. Having a phone has finally paid off.,"Gut.  Ok. Ein Telefon zu haben, hat sich endlich ausgezahlt.",Chandler,9,joy
106,5,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""","Auch wenn du Bob gut imitierst, wenn sie dich morgen sieht, merkt sie: ""Du bist nicht Bob.""",Ross,24,neutral
107,5,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.","Ich hoffe, dass sie, wenn Bob nicht auftaucht, Trost in den offenen Armen des schrägen Fremden am Nebentisch suchen wird.",Chandler,24,neutral
108,5,Oh my god. You are pure evil.,"Oh, mein Gott. Du bist das pure Böse.",Ross,7,disgust
109,5,"Ok, pure evil , horny and alone . I've done this","Ok, das reine Böse, geil und allein. Ich habe das getan.",Chandler,11,non-neutral
110,6,Nobody!,Niemand!,Phoebe,1,anger
111,6,Nobody respects the bucket!,Niemand hat Respekt vor dem Eimer!,Phoebe,4,anger
112,6,You wouldn't believe what people put in here!,"Du würdest nicht glauben, was die Leute hier reintun!",Phoebe,8,non-neutral
113,6,Look!,Guck mal!,Phoebe,1,anger
114,6,"Okay, does this look like a garbage can to you?","Okay, sieht das aus wie ein Mülleimer für Sie?",Phoebe,10,anger
115,6,No.,Nein.,Monica,1,neutral
116,6,This is my wedding.,Dies ist meine Hochzeit.,Ross,4,neutral
117,6,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!","Alles klar, weißt du was? Wir sind wirklich spät dran! Los geht's! Los geht's! Los geht's! Los geht's!!",Monica,14,non-neutral
118,6,Fine. You'll-you'll watch it on video when we get back.,"Na schön. Du wirst... du wirst es auf Video sehen, wenn wir zurückkommen.",Ross,10,neutral
119,6,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,"Hier, bitte, Phoebe! Hier, bitte, Phobo! Puhbedo! Phaybobo.",Chandler,10,joy
120,6,Thank you.,Ich danke euch.,Phoebe,2,neutral
121,6,Thank you.,Ich danke euch.,Phoebe,2,neutral
122,6,"All right, let's go! Bye, Pheebs!","Alles klar, los geht's! Bye, Pheebs!",Ross,6,joy
123,6,"Bye, Pheebs!","Bye, Pheebs!",Joey,2,joy
124,6,London baby!!,London Baby!!,Joey,2,joy
125,6,"Oh, do you need a hug? You don't have to bring me anything!","Oh, brauchen Sie eine Umarmung? Sie müssen nicht, mir etwas zu bringen!",Phoebe,13,joy
126,7,Hey!,Hey! Hey!,Chandler,1,non-neutral
127,7,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,"Hey! Estelle hat mir für morgen ein paar Vorsprechen besorgt, und ich bin wieder krankenversichert.",Joey,22,joy
128,7,"That's great, but shouldn't you be on the toilet right now?","Das ist toll, aber solltest du nicht gerade auf der Toilette sein?",Chandler,11,non-neutral
129,7,What?!,Was?!,Joey,1,surprise
130,7,What's wrong with you?,Was ist denn mit dir los?,Chandler,4,non-neutral
131,7,Nothing!,Gar nichts!,Joey,1,neutral
132,7,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.","Nun, ich... ich bekam diesen blendenden Schmerz in meinem Bauch, als ich vorhin Gewichte gestemmt habe, dann wurde ich ohnmächtig und äh, konnte seitdem nicht mehr aufstehen.",Joey,29,fear
133,7,"But um, I don't think it's anything serious.","Aber ähm, ich denke nicht, dass es etwas Ernstes ist.",Joey,8,neutral
134,7,This sounds like a hernia. You have to-you-you go to the doctor!,Das klingt wie ein Leistenbruch. Du musst... du... du musst zum Arzt gehen!,Chandler,12,surprise
135,7,"No way! 'Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!","Auf keinen Fall! Wenn ich wegen irgendwas zum Arzt muss, dann wegen diesem Ding, das aus meinem Bauch ragt!",Joey,25,fear
136,7,That's a hernia.,Das ist ein Leistenbruch.,Chandler,3,non-neutral
137,7,Why did I have to start working out again?  Damn you 15s!,"Warum musste ich wieder anfangen zu trainieren?  Verdammt, ihr 15er!",Joey,12,anger
138,8,I love your place! Where is this guy from?,Ich liebe deinen Platz! Woher kommt der Typ?,Mona,9,joy
139,8,Uh that's an eighteenth century Indian artifact from Calcutta.,"Äh, das ist ein indisches Artefakt aus dem 18. Jahrhundert aus Kalkutta.",Ross,9,neutral
140,8,"Oh wow! So, you're more than just dinosaurs.","Oh, wow! Also, ihr seid mehr als nur Dinosaurier.",Mona,8,surprise
141,8,So much more.,So viel mehr.,Ross,3,neutral
142,8,"Well, well to sum up, we're having fun, you look young.","Nun, um es zusammenzufassen, wir haben Spaß, du siehst jung aus.",Ross,11,neutral
143,8,Okay,Okay,Mona,1,neutral
144,8,But that's not enough. So  So here's a key to my apartment.,"Aber das ist nicht genug. Also, hier ist ein Schlüssel zu meiner Wohnung.",Ross,12,neutral
145,8,Really?!,Wirklich?!,Mona,1,surprise
146,8,Really.,"Ja, wirklich.",Ross,1,neutral
147,8,You don't think this is too fast.,"Du denkst doch nicht, dass das zu schnell ist.",Mona,7,neutral
148,9,Get Out!,Raus hier!,Ross,2,anger
149,9,"Ross, can I talk to you for a minute?","Ross, kann ich mal kurz mit dir reden?",Charlie,9,neutral
150,9,"Yes, please!  So, what's going on?","Ja, bitte!  Also, was ist denn hier los?",Ross,6,neutral
151,9,"Uh, well... Joey and I broke up.","Äh, na ja... Joey und ich haben uns getrennt.",Charlie,7,sadness
152,9,"Oh my God, wh-what happened?","Oh, mein Gott, was ist denn passiert?",Ross,5,surprise
153,9,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!","Joey ist ein toller Kerl, aber wir sind einfach... so verschieden! Ich meine, während deiner Rede hat er immer wieder über den Homo erectus gelacht!",Charlie,21,sadness
154,9,I knew that was him!,"Ich wusste, dass er das war!",Ross,5,non-neutral
155,9,"Anyway I just, uh, I think it's for the best.","Wie auch immer, ich denke, es ist das Beste.",Charlie,10,sadness
156,9,"Hey, you ok?","Hey, bist du ok?",Ross,3,neutral
157,9,I guess.,Ich denke schon.,Charlie,2,sadness
158,9,There was hum...  there was another reason that I thought it was time to end it with Joey.,"Es gab noch einen anderen Grund, warum ich dachte, es wäre Zeit, mit Joey Schluss zu machen.",Charlie,18,neutral
159,9,I started to realize that I was having feelings for someone  else.,"Ich fing an zu merken, dass ich Gefühle für jemand anderen hatte.",Charlie,12,neutral
160,9,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker.","Ok, Geller. Letzter Tag der Konferenz, Sie wissen, was passiert mit dem Hauptredner.",Paleontologist,15,neutral
161,9,"Oh, professor Clerk we're kind of in the middle of a conversation, here.","Oh, Professor Clerk wir sind irgendwie in der Mitte eines Gesprächs, hier.",Ross,13,neutral
162,9,"Yeah, can you guys just throw him in the pool later?","Ja, könnt ihr ihn später einfach in den Pool werfen?",Charlie,11,neutral
163,9,Or we could throw you both in,Oder wir könnten Sie beide in den Pool werfen.,Professore Clerk,7,non-neutral
164,9,"Ok, gentlemen!","Ok, meine Herren!",Ross,2,anger
165,9,Please!,Bitte!,Ross,1,anger
166,9,Aren't we a little old for this?,Sind wir nicht etwas zu alt für so was?,Ross,7,anger
167,9,"I mean, we're scientists, right?","Ich meine, wir sind Wissenschaftler, richtig?",Ross,5,non-neutral
168,9,We're academics.,Wir sind Akademiker.,Ross,2,non-neutral
169,9,And most importantly I... you-you will have to catch us first.,"Und am wichtigsten ist, dass ich... Sie... Sie müssen uns erst mal fangen.",Ross,11,joy
170,9,.,.,Ross,1,neutral
171,9,"GO, GO, GO!","GO, GO, GO!",Ross,3,joy
172,10,"Go, go, go!","Los, los, los!",Ross,3,joy
173,10,"Oh yeah, now everybody wants to be under this hat!","Oh ja, jetzt will jeder unter diesen Hut!",Rachel,10,joy
174,10,Oy!!,Oy!!,Phoebe,1,non-neutral
175,10,What's with all this sand?,Was ist mit dem ganzen Sand hier?,Monica,5,surprise
176,10,"Oh, yeah, Bob said there might be flood damage.","Oh, ja, Bob sagte, es könnte einen Flutschaden geben.",Phoebe,9,neutral
177,10,"Yeah, either that, or he has a really big cat.","Ja, entweder das, oder er hat eine wirklich große Katze.",Ross,10,neutral
178,11,"Okay, see that blind guy right there? I'm gonna bash his head in later.","Okay, siehst du den blinden Kerl da drüben? Ich werde ihm später den Kopf einschlagen.",Joey,14,anger
179,11,"Oh umm, my big scene is coming up. Big scene coming up.","Oh, ähm, meine große Szene kommt noch. Große Szene kommt.",Joey,12,joy
180,11,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?","Wenn du sagen würdest: ""Große Limabohne, sprudelnd."" Würde sie den Unterschied verstehen?",Chandler,13,neutral
181,11,Rach? What are you doing?,Rach? Was machst du denn da?,Monica,5,neutral
182,11,"Oh boy, I just can't watch. It's too scary!","Oh Mann, ich kann einfach nicht sehen. Es ist zu beängstigend!",Rachel,9,fear
183,11,It's a diaper commercial.,Es ist eine Windel Werbung.,Monica,4,neutral
184,11,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!","Oh ja gut, Sie kennen mich, Babys, Verantwortlichkeiten, ahhh!!!",Rachel,9,fear
185,11,Pizza delivery!,Pizzalieferung!,Caitlin,2,joy
186,11,I'll get it! I will get that!,Ich werde es bekommen! Ich geh schon ran!,Ross,7,joy
187,11,Hi!,Hi!,Caitlin,1,joy
188,11,Hi!,Hi!,Ross,1,joy
189,11,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?","Hey, willst du was essen oder, äh, willst du sehen, wie lange wir den Ball hin und her werfen können? Hm?",Ross,24,neutral
190,11,"Uhh, the ball thing.","Uhh, das Ball-Ding.",Joey,4,neutral
191,11,Yeah?,Ach ja?,Ross,1,neutral
192,11,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!","Hey Ross, wäre es nicht toll, wenn wir 2 Stunden durchhalten, ohne ihn fallen zu lassen?!",Joey,16,joy
193,11,"Uhh,","Äh,",Ross,1,neutral
194,11,Okay!,Ok!,Joey,1,joy
195,11,Uh-oh.,Oh-oh.,Joey,1,fear
196,11,What?,Was ist?,Ross,1,neutral
197,11,I have to pee. And Rachel's in the bathroom!,Ich muss mal pinkeln. Und Rachel ist auf der Toilette!,Joey,9,non-neutral
198,11,"Man, I didn't think we were gonna make it!","Mann, ich hätte nicht gedacht, dass wir es schaffen würden!",Joey,9,surprise
199,11,"I know!  Don't switch hands, okay?","Ich weiß!  Tauschen Sie nicht die Hände, okay?",Ross,6,fear
200,12,Hey.,Hey!,Joey,1,neutral
201,12,Hey!,"Hey, hey!",Phoebe,1,neutral
202,12,How did it go with Erin?,Wie ist es mit Erin gelaufen?,Rachel,6,neutral
203,12,"Oh, unbelievable! We had the best time!","Oh, unfassbar! Wir hatten die beste Zeit!",Joey,7,joy
204,12,"Yay!! Oh so, you're not, you're not mad at us anymore?","Juhu!! Oh, also, du bist nicht, du bist nicht mehr sauer auf uns?",Phoebe,11,joy
205,12,No!,Nein!,Joey,1,non-neutral
206,12,No!,Nein!,Joey,1,non-neutral
207,12,No!,Nein!,Joey,1,non-neutral
208,12,You guys were totally right!,Ihr hattet völlig recht!,Joey,5,joy
209,12,This is so much better than the first time we went out.,"Das ist so viel besser als das erste Mal, als wir ausgingen.",Joey,12,joy
210,12,Y'know?,Wisst ihr?,Joey,1,neutral
211,12,"That was so awkward, we were really nervous.","Das war so peinlich, wir waren wirklich nervös.",Joey,8,neutral
212,12,Didn't you sleep together?,Habt ihr nicht miteinander geschlafen?,Phoebe,4,neutral
213,12,"Yeah, that really calms me down.","Ja, das beruhigt mich wirklich.",Joey,6,neutral
214,12,And!,Und!,Joey,1,non-neutral
215,12,We have so much in common!,Wir haben so viel gemeinsam!,Joey,6,joy
216,12,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that's a","Sie liebt Sandwiches, Sport, obwohl sie ein Met-Fan ist, jetzt kein großes Thema, aber wenn wir jemals Kinder haben sollten, nun, das ist ein",Joey,27,non-neutral
217,12,"Oh my God! Listen to you talkin' about having kids. Oh my Joey.  Oh, please don't get married before I do.","Oh, mein Gott! Hörst du, wie du über das Kinderkriegen redest. Oh mein Joey.  Oh, bitte heiraten Sie nicht, bevor ich es tue.",Rachel,21,surprise
218,12,Okay.,Ok.,Joey,1,neutral
219,13,How does she do that?,Wie macht sie das?,Monica,5,surprise
220,13,I cannot sleep in a public place.,Ich kann nicht an einem öffentlichen Ort schlafen.,Ross,7,neutral
221,13,Would you look at her? She is so peaceful.,Würdest du sie dir ansehen? Sie ist so friedlich.,Monica,9,non-neutral
222,13,Oh! What what what! ...Hi.,"Oh! Was, was, was! ...Hi.",Phoebe,5,surprise
223,13,"It's okay, y'know, you just nodded off again.","Ist schon okay, du bist nur wieder eingenickt.",Ross,8,neutral
224,13,What's going on with you?,Was ist denn mit dir los?,Monica,5,surprise
225,13,I got no sleep last night!,Ich habe letzte Nacht nicht geschlafen!,Phoebe,6,anger
226,13,Why?,Ich habe letzte Nacht nicht geschlafen. Warum?,Ross,1,neutral
227,13,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.","Meine Großmutter hat diesen neuen Freund, und sie sind beide irgendwie unsicher im Bett.",Phoebe,14,disgust
228,13,"Oh, and deaf.","Oh, und taub.",Phoebe,3,neutral
229,13,"So they're constantly, like, having to reassure each other that they're having a good time.","Also müssen sie sich ständig gegenseitig versichern, dass sie sich amüsieren.",Phoebe,15,neutral
230,13,You have no idea how loud they are!,"Du hast keine Ahnung, wie laut sie sind!",Phoebe,8,disgust
231,13,"Well, if you want, you can stay with Rachel and me tonight.","Nun, wenn du willst, kannst du heute Nacht bei Rachel und mir bleiben.",Monica,12,neutral
232,13,Thanks.,Danke.,Phoebe,1,joy
233,13,Ew! What is that? Something exploded!,Igitt! Was ist denn das? Da ist was explodiert!,Joey,6,disgust
234,13,"It's just her water breaking. Calm down, will you?","Das ist nur ihre Fruchtblase. Beruhigen Sie sich, ja?",Nurse,9,neutral
235,13,"Water breaking, what do you mean? What's that, water breaking?","Wasserbruch, was meinst du? Was ist das, platzende Fruchtblase?",Joey,10,surprise
236,13,"Breathe, breathe, breathe.","Atmen Sie, atmen Sie, atmen Sie.",Nurse,3,neutral
237,14,"Are you insane? I mean Joey, is going to kill you, he's actually going to kill you dead.","Bist du wahnsinnig? Ich meine, Joey, wird dich umbringen, er wird dich tatsächlich umbringen, tot.",Monica,18,surprise
238,14,Okay! You don't think I thought of that?,"Okay! Glaubst du, daran habe ich nicht gedacht?",Chandler,8,non-neutral
239,14,How can you not know which one?,"Wie können Sie nicht wissen, welche?",Phoebe,7,surprise
240,14,I mean that's unbelievable.,"Ich meine, das ist unfassbar.",Rachel,4,non-neutral
241,14,"I mean, was it Gina?","Ich meine, war es Gina?",Monica,5,neutral
242,14,Which one is Gina?,Welche von denen ist Gina?,Ross,4,neutral
243,14,"Dark, big hair, with the airplane earrings.","Dunkel, lange Haare, mit den Flugzeug-Ohrringen.",Rachel,7,neutral
244,14,"No, no, no, that's Dina.","Nein, nein, nein, das ist Dina.",Monica,5,neutral
245,14,"You see you can't tell which one is which either, dwha!!","Siehst du, du kannst auch nicht sagen, welche welche ist, dwha!!",Chandler,11,surprise
246,14,"I don't know, you thought 'See you Saturday' was funny.","Ich weiß nicht, du fandest ""Wir sehen uns Samstag"" lustig.",Rachel,10,neutral
247,14,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.","Sieh mal, Schatz, Mark ist in Mode, okay, ich mag es, einen Freund zu haben, mit dem ich diese Sachen teilen kann.",Rachel,19,neutral
248,14,You guys would never want to go to a lecture with me.,Ihr würdet nie mit mir zu einer Vorlesung gehen wollen.,Rachel,12,neutral
249,14,Pa-haa!! I would love to go with you.,Pa-haa!! Ich würde gerne mit dir gehen.,Ross,8,joy
250,14,Really!?,Wirklich!?,Rachel,1,surprise
251,14,"Yeah, hey I-I have clothes, I even pick them out.","Ja, hey, ich habe Klamotten, ich suche sie sogar selbst aus.",Ross,10,neutral
252,14,"I mean for, for all you know I could be a fashion..... monger.","Ich meine, nach allem, was du weißt, könnte ich ein Modefritze sein.",Ross,13,neutral
253,14,"Okay. Honey, I would love for you to go with me.  What?","Okay. Schatz, ich würde mich freuen, wenn du mit mir gehst.  Was? Was soll ich anziehen?",Rachel,12,joy
254,14,"What should I wear, now I'm all nervous.","Was soll ich anziehen, jetzt bin ich ganz nervös.",Ross,8,fear
255,15,": I know, we did it!! Hey, that was incredible, huh?!",": Ich weiß, wir haben es geschafft!! Hey, das war unglaublich, hm?!",Mr. Treeger,11,joy
256,15,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.","Ich weiß, es war unglaublich! Ich meine, wir haben es total hingekriegt, es war wunderschön.",Joey,14,joy
